"Rank","Player","Pos","Team
                        Signed With","Age
                        At Signing","Start","End","Yrs","Value","AAV","Type"
"T11","Nikola Jokic","C","DEN
                     DEN","22","2018","2022","5","$147,710,050","$29,542,010","maximum"
"13","Deandre Ayton","C","PHX
                     PHX","23","2022","2025","4","$132,929,128","$33,232,282","maximum"
"T14","Anthony Davis","C","NOP
                     NOP","22","2016","2020","5","$127,171,313","$25,434,263","Maximum Veteran Extension"
"T14","Andre Drummond","C","DET
                     DET","22","2016","2020","5","$127,171,313","$25,434,263","maximum"
"16","Jermaine O'Neal","C","IND
                     IND","24","2003","2009","7","$126,588,000","$18,084,000",""
"17","Kevin Love","C","CLE
                     CLE","30","2019","2022","4","$120,402,172","$30,100,543","Veteran Extension"
"18","Shaquille O'Neal","C","LAL
                     LAL","23","1996","2002","7","$120,000,000","$17,142,857",""
"19","Al Horford","C","BOS
                     BOS","29","2016","2019","4","$113,326,228","$28,331,557","maximum"
"T20","Kevin Love","C","CLE
                     CLE","26","2015","2019","5","$113,211,750","$22,642,350","maximum"
"T20","Marc Gasol","C","MEM
                     MEM","29","2015","2019","5","$113,211,750","$22,642,350","maximum"
"22","Al Horford","C","PHI
                     PHI","32","2019","2022","4","$109,000,000","$27,250,000","Free Agent"
"23","Alonzo Mourning","C","MIA
                     MIA","25","1996","2002","7","$105,034,200","$15,004,886",""
"24","Rudy Gobert","C","UTA
                     UTA","24","2017","2020","4","$102,000,000","$25,500,000","Rookie Extension"
"25","Shaquille O'Neal","C","MIA
                     MIA","32","2005","2009","5","$101,000,000","$20,200,000",""
"T26","Steven Adams","C","OKC
                     OKC","23","2017","2020","4","$100,000,000","$25,000,000","Rookie Extension"
"T26","Nikola Vucevic","C","ORL
                     ORL","28","2019","2022","4","$100,000,000","$25,000,000","Free Agent"
"T26","Jarrett Allen","C","CLE
                     CLE","23","2021","2025","5","$100,000,000","$20,000,000","Free Agent"
"29","Hassan Whiteside","C","MIA
                     MIA","26","2016","2019","4","$98,419,538","$24,604,885","maximum"
"30","Nicolas Claxton","C","BKN
                     BKN","25","2024","2027","4","$97,000,000","$24,250,000","Free Agent"
"31","Blake Griffin","C","LAC
                     LAC","23","2013","2017","5","$94,538,626","$18,907,725","Designated Rookie Extension"
"32","Clint Capela","C","HOU
                     HOU","23","2018","2022","5","$90,000,000","$18,000,000",""
"33","Shaquille O'Neal","C","LAL
                     LAL","30","2003","2004","3","$88,500,000","$29,500,000",""
"34","DeAndre Jordan","C","LAC
                     LAC","26","2015","2018","4","$87,616,050","$21,904,013","maximum"
"35","Dwight Howard","C","HOU
                     HOU","27","2013","2016","4","$87,591,270","$21,897,818","Maximum Veteran Extension"
"36","Isaiah Hartenstein","C","OKC
                     OKC","26","2024","2026","3","$87,000,000","$29,000,000","Free Agent"
"37","Pau Gasol","C","MEM
                     MEM","24","2005","2010","6","$86,473,000","$14,412,167","Rookie Extension"
"38","Dwight Howard","C","ORL
                     ORL","21","2007","2012","5","$83,235,900","$16,647,180",""
"39","Tristan Thompson","C","CLE
                     CLE","23","2015","2019","5","$82,000,000","$16,400,000",""
"40","Myles Turner","C","IND
                     IND","22","2019","2022","4","$80,000,000","$20,000,000","Rookie Extension"
"41","Jakob Poeltl","C","TOR
                     TOR","27","2023","2026","4","$78,000,000","$19,500,000","Free Agent"
"42","Yao Ming","C","HOU
                     HOU","25","2006","2010","5","$75,352,750","$15,070,550","Rookie Extension"
"43","Erick Dampier","C","GSW
                     GSW","","2004","2010","7","$73,000,000","$10,428,571","sign-and-trade"
"44","Joakim Noah","C","NYK
                     NYK","30","2016","2019","4","$72,590,000","$18,147,500",""
"T45","Emeka Okafor","C","NOH
                     NOH","25","2008","2013","6","$72,000,000","$12,000,000",""
"T45","Bismack Biyombo","C","ORL
                     ORL","23","2016","2019","4","$72,000,000","$18,000,000",""
"47","Zydrunas Ilgauskas","C","CLE
                     CLE","","1999","2004","6","$70,880,000","$11,813,333",""
"48","Dwight Howard","C","ATL
                     ATL","30","2016","2018","3","$70,500,000","$23,500,000",""
"49","Enes Freedom","C","OKC
                     OKC","22","2015","2018","4","$70,060,026","$17,515,007","maximum"
"50","Jusuf Nurkic","C","POR
                     POR","27","2022","2025","4","$70,000,000","$17,500,000","Free Agent"
"T51","Brad Miller","C","IND
                     IND","","2003","2009","7","$68,000,000","$9,714,286",""
"T51","Patrick Ewing","C","NYK
                     NYK","34","1997","2000","4","$68,000,000","$17,000,000",""
"53","DeMarcus Cousins","C","SAC
                     SAC","23","2014","2017","4","$65,619,700","$16,404,925","Designated Rookie Extension"
"T54","Al Jefferson","C","MIN
                     MIN","22","2008","2012","5","$65,000,000","$13,000,000",""
"T54","Nene Hilario","C","DEN
                     DEN","28","2011","2015","5","$65,000,000","$13,000,000",""
"T54","Dikembe Mutombo","C","PHI
                     PHI","34","2001","2004","4","$65,000,000","$16,250,000",""
"T54","Serge Ibaka","C","TOR
                     TOR","27","2017","2019","3","$65,000,000","$21,666,667",""
"58","Samuel Dalembert","C","PHI
                     PHI","19","2005","2010","6","$64,876,694","$10,812,782",""
"59","Tyson Chandler","C","CHI
                     CHI","22","2005","2010","6","$64,350,000","$10,725,000",""
"T60","Jonas Valanciunas","C","TOR
                     TOR","23","2016","2019","4","$64,000,000","$16,000,000","Rookie Extension"
"T60","Timofey Mozgov","C","LAL
                     LAL","29","2016","2019","4","$64,000,000","$16,000,000",""
"T60","Ian Mahinmi","C","WAS
                     WAS","29","2016","2019","4","$64,000,000","$16,000,000",""
"63","Brook Lopez","C","BKN
                     BKN","26","2015","2017","3","$63,497,025","$21,165,675","maximum"
"64","Gorgui Dieng","C","MIN
                     MIN","26","2017","2020","4","$62,800,000","$15,700,000","Rookie Extension"
"65","Onyeka Okongwu","C","ATL
                     ATL","22","2024","2027","4","$61,980,000","$15,495,000","Rookie Extension"
"T66","Kevin Love","C","MIN
                     MIN","23","2012","2014","4","$60,825,938","$15,206,485","rookie-maximum-extension"
"T66","Brook Lopez","C","BKN
                     BKN","23","2012","2014","4","$60,825,938","$15,206,485",""
"T68","Al Horford","C","ATL
                     ATL","24","2011","2015","5","$60,000,000","$12,000,000","Rookie Extension"
"T68","Joakim Noah","C","CHI
                     CHI","25","2011","2015","5","$60,000,000","$12,000,000","Rookie Extension"
"T68","Andrew Bogut","C","MIL
                     MIL","24","2009","2013","5","$60,000,000","$12,000,000","Rookie Extension"
"T68","Eddy Curry","C","NYK
                     NYK","","2005","2010","6","$60,000,000","$10,000,000",""
"T68","Nene Hilario","C","DEN
                     DEN","23","2006","2010","6","$60,000,000","$10,000,000",""
"T68","Nikola Pekovic","C","MIN
                     MIN","26","2013","2017","5","$60,000,000","$12,000,000",""
"T68","Marcin Gortat","C","WAS
                     WAS","29","2014","2018","5","$60,000,000","$12,000,000",""
"T68","Mitchell Robinson","C","NYK
                     NYK","24","2022","2025","4","$60,000,000","$15,000,000","Free Agent"
"T68","Nikola Vucevic","C","CHI
                     CHI","32","2023","2025","3","$60,000,000","$20,000,000","Veteran Extension"
"T68","Isaiah Stewart","C","DET
                     DET","22","2024","2027","4","$60,000,000","$15,000,000","Rookie Extension"
"78","Roy Hibbert","C","IND
                     IND","25","2012","2015","4","$58,443,748","$14,610,937",""
"79","Omer Asik","C","NOP
                     NOP","28","2015","2019","5","$57,977,525","$11,595,505",""
"80","Marc Gasol","C","MEM
                     MEM","25","2011","2014","4","$57,503,764","$14,375,941",""
"81","Andrew Bynum","C","LAL
                     LAL","21","2009","2012","4","$57,200,000","$14,300,000","Rookie Extension"
"82","Pau Gasol","C","LAL
                     LAL","30","2011","2013","3","$57,000,000","$19,000,000","Veteran Extension"
"83","Dikembe Mutombo","C","ATL
                     ATL","29","1996","2000","5","$56,066,436","$11,213,287",""
"84","Cody Zeller","C","CHA
                     CHA","24","2017","2020","4","$56,000,000","$14,000,000","Rookie Extension"
"85","Tyson Chandler","C","DAL
                     DAL","28","2011","2014","4","$55,409,450","$13,852,363",""
"86","Victor Wembanyama","C","SAS
                     SAS","18","2023","2026","4","$55,174,766","$13,793,692","Rookie"
"87","Hakeem Olajuwon","C","HOU
                     HOU","33","1997","2000","4","$55,101,001","$13,775,250","Veteran Extension"
"T88","Marcus Camby","C","DEN
                     DEN","29","2004","2009","6","$55,000,000","$9,166,667",""
"T88","Zydrunas Ilgauskas","C","CLE
                     CLE","","2005","2009","5","$55,000,000","$11,000,000",""
"90","Robin Lopez","C","NYK
                     NYK","26","2015","2018","4","$54,015,500","$13,503,875",""
"91","Andris Biedrins","C","GSW
                     GSW","21","2008","2013","6","$54,000,000","$9,000,000",""
"92","Chris Kaman","C","LAC
                     LAC","24","2007","2011","5","$53,830,000","$10,766,000",""
"93","David Robinson","C","SAS
                     SAS","31","1997","2000","4","$53,531,123","$13,382,781",""
"94","Nikola Vucevic","C","ORL
                     ORL","24","2015","2018","4","$53,000,000","$13,250,000","Rookie Extension"
"T95","Tyson Chandler","C","PHX
                     PHX","32","2015","2018","4","$52,000,000","$13,000,000",""
"T95","Brook Lopez","C","MIL
                     MIL","30","2019","2022","4","$52,000,000","$13,000,000","Free Agent"
"97","Greg Monroe","C","MIL
                     MIL","24","2015","2017","3","$51,437,513","$17,145,838","maximum"
"T98","Andrea Bargnani","C","TOR
                     TOR","24","2010","2014","5","$50,000,000","$10,000,000","Rookie Extension"
"T98","Mehmet Okur","C","UTA
                     UTA","2,003","2004","2009","6","$50,000,000","$8,333,333",""
"T98","Miles Plumlee","C","MIL
                     MIL","27","2016","2019","4","$50,000,000","$12,500,000",""
"T98","Wendell Carter Jr.","C","ORL
                     ORL","22","2022","2025","4","$50,000,000","$12,500,000","Rookie Extension"
"102","Serge Ibaka","C","OKC
                     OKC","23","2013","2016","4","$49,400,000","$12,350,000","Rookie Extension"
"T103","Pau Gasol","C","SAS
                     SAS","36","2017","2019","3","$48,000,000","$16,000,000",""
"T103","Jusuf Nurkic","C","POR
                     POR","23","2018","2021","4","$48,000,000","$12,000,000",""
"T103","Erick Dampier","C","GSW
                     GSW","","1999","2005","7","$48,000,000","$6,857,143","Free Agent"
"T103","Robert Williams III","C","BOS
                     BOS","23","2022","2025","4","$48,000,000","$12,000,000","Rookie Extension"
"T103","Brook Lopez","C","MIL
                     MIL","35","2023","2024","2","$48,000,000","$24,000,000","Free Agent"
"108","Derrick Favors","C","UTA
                     UTA","22","2014","2017","4","$46,950,000","$11,737,500","Rookie Extension"
"109","Richaun Holmes","C","SAC
                     SAC","27","2021","2024","4","$46,522,560","$11,630,640","Free Agent"
"110","Ben Wallace","C","CHI
                     CHI","","2006","2008","3","$46,000,000","$15,333,333",""
"111","Clint Capela","C","ATL
                     ATL","27","2023","2024","2","$45,881,280","$22,940,640","Veteran Extension"
"T112","Jonas Valanciunas","C","MEM
                     MEM","26","2019","2021","3","$45,000,000","$15,000,000","Free Agent"
"T112","Boris Diaw","C","PHX
                     PHX","24","2007","2011","5","$45,000,000","$9,000,000",""
"114","Chet Holmgren","C","OKC
                     OKC","20","2022","2025","4","$44,889,248","$11,222,312","Rookie"
"T115","JaVale McGee","C","DEN
                     DEN","23","2012","2015","4","$44,000,000","$11,000,000",""
"T115","Larry Sanders","C","MIL
                     MIL","25","2014","2017","4","$44,000,000","$11,000,000","Rookie Extension"
"117","DeAndre Jordan","C","LAC
                     LAC","22","2011","2014","4","$43,039,054","$10,759,764",""
"118","Naz Reid","C","MIN
                     MIN","23","2023","2025","3","$41,959,296","$13,986,432","Veteran Extension"
"T119","Christian Wood","C","HOU
                     HOU","25","2020","2022","3","$41,000,000","$13,666,667","sign-and-trade"
"T119","Meyers Leonard","C","POR
                     POR","23","2016","2019","4","$41,000,000","$10,250,000",""
"T119","Mason Plumlee","C","DEN
                     DEN","26","2017","2019","3","$41,000,000","$13,666,667",""
"122","Myles Turner","C","IND
                     IND","26","2023","2024","2","$40,903,500","$20,451,750","Veteran Extension"
"123","Al Jefferson","C","CHA
                     CHA","27","2013","2015","3","$40,500,000","$13,500,000",""
"124","Deandre Ayton","C","PHX
                     PHX","19","2018","2021","4","$40,379,230","$10,094,808","Rookie"
"125","Daniel Gafford","C","WAS
                     WAS","23","2023","2025","3","$40,182,480","$13,394,160","Veteran Extension"
"126","Dewayne Dedmon","C","SAC
                     SAC","29","2019","2021","3","$40,000,000","$13,333,333","Free Agent"
"127","DeAndre Jordan","C","BKN
                     BKN","30","2019","2022","4","$39,960,716","$9,990,179","Free Agent"
"128","James Wiseman","C","GSW
                     GSW","19","2020","2023","4","$39,619,840","$9,904,960","Rookie"
"129","Kendrick Perkins","C","OKC
                     OKC","25","2010","2014","5","$39,252,656","$7,850,531","Veteran Extension"
"130","Derrick Favors","C","UTA
                     UTA","26","2018","2019","2","$37,600,000","$18,800,000",""
"131","Dwight Powell","C","DAL
                     DAL","24","2016","2019","4","$37,268,750","$9,317,188",""
"132","Etan Thomas","C","WAS
                     WAS","2,003","2004","2009","6","$36,768,000","$6,128,000",""
"133","Patrick Ewing","C","NYK
                     NYK","28","1991","1995","6","$36,474,700","$6,079,117","Rookie Extension"
"T134","Dan Gadzuric","C","NJN
                     NJN","26","2005","2010","6","$36,000,000","$6,000,000",""
"T134","Andrew Bogut","C","GSW
                     GSW","29","2014","2016","3","$36,000,000","$12,000,000","Veteran Extension"
"136","Daniel Theis","C","HOU
                     HOU","29","2021","2024","4","$35,605,510","$8,901,378","sign-and-trade"
"T137","Steven Adams","C","NOP
                     NOP","27","2021","2022","2","$35,000,000","$17,500,000","extend-and-trade"
"T137","Theo Ratliff","C","POR
                     POR","2,004","2005","2007","3","$35,000,000","$11,666,667",""
"139","Zach Collins","C","SAS
                     SAS","25","2024","2025","2","$34,821,696","$17,410,848","Veteran Extension"
"140","Ben Wallace","C","DET
                     DET","","2000","2005","6","$34,000,000","$5,666,667",""
"141","Marcin Gortat","C","DAL
                     DAL","24","2009","2013","5","$33,953,200","$6,790,640",""
"142","Dwight Powell","C","DAL
                     DAL","28","2020","2022","3","$33,240,375","$11,080,125","Veteran Extension"
"143","Taj Gibson","C","CHI
                     CHI","27","2013","2016","4","$33,000,000","$8,250,000","Rookie Extension"
"144","Kosta Koufos","C","SAC
                     SAC","25","2015","2018","4","$32,879,000","$8,219,750",""
"145","Ivica Zubac","C","LAC
                     LAC","25","2022","2024","3","$32,800,000","$10,933,333","Veteran Extension"
"146","Luc Longley","C","PHX
                     PHX","28","1998","2003","6","$32,400,000","$5,400,000","sign-and-trade"
"147","DeSagana Diop","C","DAL
                     DAL","25","2008","2012","5","$32,393,000","$6,478,600",""
"148","Marcus Camby","C","NYK
                     NYK","24","1999","2003","5","$32,300,000","$6,460,000","Extension"
"149","Jock Landale","C","HOU
                     HOU","27","2023","2026","4","$32,000,000","$8,000,000","Free Agent"
"150","Pau Gasol","C","SAS
                     SAS","35","2016","2017","2","$31,697,500","$15,848,750",""
"151","Joel Przybilla","C","POR
                     POR","26","2006","2010","5","$31,550,750","$6,310,150",""
"152","Donovan Clingan","C","POR
                     POR","20","2024","2027","4","$31,085,018","$7,771,255","Rookie"
"153","Jonas Valanciunas","C","WAS
                     WAS","32","2024","2026","3","$30,295,000","$10,098,333","sign-and-trade"
"154","Nazr Mohammed","C","DET
                     DET","28","2006","2010","5","$30,247,000","$6,049,400",""
"155","Jonas Valanciunas","C","NOP
                     NOP","29","2022","2023","2","$30,135,000","$15,067,500","Veteran Extension"
"T156","Amir Johnson","C","TOR
                     TOR","22","2010","2014","5","$30,000,000","$6,000,000",""
"T156","Jeff Foster","C","IND
                     IND","2,002","2003","2008","6","$30,000,000","$5,000,000",""
"T156","Al Jefferson","C","IND
                     IND","30","2016","2018","3","$30,000,000","$10,000,000",""
"159","Derrick Favors","C","UTA
                     UTA","29","2020","2022","3","$29,162,700","$9,720,900","Free Agent"
"T160","Boris Diaw","C","SAS
                     SAS","31","2014","2017","4","$28,000,000","$7,000,000",""
"T160","Taj Gibson","C","MIN
                     MIN","31","2017","2018","2","$28,000,000","$14,000,000",""
"162","Nerlens Noel","C","NYK
                     NYK","27","2021","2023","3","$27,720,000","$9,240,000","Free Agent"
"163","Onyeka Okongwu","C","ATL
                     ATL","19","2020","2023","4","$26,422,143","$6,605,536","Rookie"
"164","Jakob Poeltl","C","SAS
                     SAS","25","2020","2022","3","$26,250,000","$8,750,000","Free Agent"
"165","Zach Edey","C","MEM
                     MEM","22","2024","2027","4","$26,202,577","$6,550,644","Rookie"
"166","Richaun Holmes","C","WAS
                     WAS","30","2024","2025","2","$25,929,058","$12,964,529","Veteran Extension"
"167","Karl-Anthony Towns","C","MIN
                     MIN","19","2015","2018","4","$25,720,035","$6,430,009","Rookie"
"168","Nazr Mohammed","C","ATL
                     ATL","23","2001","2005","5","$25,275,000","$5,055,000",""
"169","Steven Adams","C","MEM
                     MEM","29","2023","2024","2","$25,200,000","$12,600,000","Veteran Extension"
"170","Omer Asik","C","HOU
                     HOU","25","2012","2014","3","$25,123,938","$8,374,646",""
"T171","Brendan Haywood","C","WAS
                     WAS","25","2005","2009","5","$25,000,000","$5,000,000","Extension"
"T171","Thomas Bryant","C","WAS
                     WAS","21","2019","2021","3","$25,000,000","$8,333,333","Free Agent"
"T171","Goga Bitadze","C","ORL
                     ORL","24","2024","2026","3","$25,000,000","$8,333,333","Free Agent"
"174","Kwame Brown","C","WAS
                     WAS","22","2005","2007","3","$24,862,500","$8,287,500","sign-and-trade"
"175","Andrew Bynum","C","CLE
                     CLE","25","2013","2013","2","$24,790,000","$12,395,000",""
"176","Mason Plumlee","C","DET
                     DET","30","2020","2022","3","$24,662,500","$8,220,833","Free Agent"
"177","Mohamed Bamba","C","ORL
                     ORL","19","2018","2021","4","$24,100,423","$6,025,106","Rookie"
"178","Jermaine O'Neal","C","POR
                     POR","20","1999","2002","4","$24,010,000","$6,002,500",""
"179","Amir Johnson","C","BOS
                     BOS","27","2015","2016","2","$24,000,000","$12,000,000",""
"180","Jason Collins","C","NJN
                     NJN","17","2005","2008","4","$23,600,000","$5,900,000",""
"181","Paul Reed","C","PHI
                     PHI","24","2023","2025","3","$23,555,150","$7,851,717","Free Agent"
"T182","Andray Blatche","C","WAS
                     WAS","25","2012","2012","3","$23,384,762","$7,794,921",""
"T182","Andray Blatche","C","WAS
                     WAS","25","2012","2014","3","$23,384,762","$7,794,921","amnesty"
"184","Blake Griffin","C","LAC
                     LAC","19","2009","2012","4","$23,298,682","$5,824,671","Rookie"
"185","Anthony Davis","C","NOH
                     NOH","18","2012","2015","4","$23,198,010","$5,799,503","Rookie"
"186","Samardo Samuels","C","CLE
                     CLE","20","2010","2012","3","$23,000,000","$7,666,667","Rookie"
"187","DeAndre Jordan","C","DAL
                     DAL","29","2018","2018","1","$22,897,200","$22,897,200",""
"188","Alonzo Mourning","C","NJN
                     NJN","32","2003","2006","4","$22,600,000","$5,650,000",""
"189","Kel'el Ware","C","MIA
                     MIA","20","2024","2027","4","$22,512,733","$5,628,183","Rookie"
"190","Kevon Looney","C","GSW
                     GSW","26","2022","2024","3","$22,500,000","$7,500,000","Free Agent"
"191","Pau Gasol","C","CHI
                     CHI","33","2014","2016","3","$22,346,280","$7,448,760",""
"192","Dereck Lively II","C","DAL
                     DAL","19","2023","2026","4","$22,282,691","$5,570,673","Rookie"
"193","Jaxson Hayes","C","NOP
                     NOP","18","2019","2022","4","$22,118,492","$5,529,623","Rookie"
"194","Zach Collins","C","SAS
                     SAS","23","2021","2023","3","$22,050,000","$7,350,000","Free Agent"
"195","Wendell Carter Jr.","C","CHI
                     CHI","18","2018","2021","4","$22,011,467","$5,502,867","Rookie"
"196","Moritz Wagner","C","ORL
                     ORL","27","2024","2025","2","$22,000,000","$11,000,000","Free Agent"
"197","Cole Aldrich","C","MIN
                     MIN","27","2016","2018","3","$21,900,000","$7,300,000",""
"198","Greg Oden","C","POR
                     POR","18","2007","2010","4","$21,795,444","$5,448,861","Rookie"
"199","Brendan Haywood","C","DAL
                     DAL","32","2012","2014","3","$21,070,500","$7,023,500","amnesty"
"200","Andrea Bargnani","C","TOR
                     TOR","20","2006","2009","4","$21,044,011","$5,261,003","Rookie"
"T201","Boban Marjanovic","C","DET
                     DET","27","2016","2018","3","$21,000,000","$7,000,000",""
"T201","Ivica Zubac","C","LAC
                     LAC","21","2019","2021","3","$21,000,000","$7,000,000","Free Agent"
"203","Mehmet Okur","C","UTA
                     UTA","","2010","2011","2","$20,800,000","$10,400,000",""
"204","Mohamed Bamba","C","ORL
                     ORL","24","2022","2023","2","$20,600,000","$10,300,000","Free Agent"
"205","Andray Blatche","C","WAS
                     WAS","20","2007","2011","5","$20,551,752","$4,110,350",""
"206","Andrew Bogut","C","MIL
                     MIL","20","2005","2008","4","$20,292,310","$5,073,078","Rookie"
"207","Alexis Ajinca","C","NOP
                     NOP","26","2015","2018","4","$20,200,000","$5,050,000",""
"208","Khem Birch","C","TOR
                     TOR","28","2021","2023","3","$20,002,500","$6,667,500","Free Agent"
"T209","Taj Gibson","C","NYK
                     NYK","33","2019","2020","2","$20,000,000","$10,000,000","Free Agent"
"T209","Nene Hilario","C","HOU
                     HOU","36","2019","2020","2","$20,000,000","$10,000,000","Free Agent"
"T209","David Robinson","C","SAS
                     SAS","35","2001","2002","2","$20,000,000","$10,000,000",""
"T209","Ed Davis","C","POR
                     POR","25","2015","2017","3","$20,000,000","$6,666,667",""
"213","Joel Embiid","C","PHI
                     PHI","19","2014","2017","4","$19,981,026","$4,995,257","Rookie"
"214","Dwight Howard","C","ORL
                     ORL","18","2004","2006","4","$19,540,874","$4,885,219","Rookie"
"T215","Aron Baynes","C","DET
                     DET","28","2015","2017","3","$19,500,000","$6,500,000",""
"T215","Al Horford","C","BOS
                     BOS","36","2023","2024","2","$19,500,000","$9,750,000","Veteran Extension"
"217","Jalen Duren","C","DET
                     DET","18","2022","2025","4","$19,474,944","$4,868,736","Rookie"
"218","Derrick Favors","C","UTA
                     UTA","18","2010","2013","4","$19,338,156","$4,834,539","Rookie"
"219","Zaza Pachulia","C","ATL
                     ATL","24","2009","2012","4","$19,000,000","$4,750,000",""
"T220","Montrezl Harrell","C","LAL
                     LAL","26","2020","2021","2","$18,978,900","$9,489,450","Free Agent"
"T220","Tristan Thompson","C","BOS
                     BOS","29","2020","2021","2","$18,978,900","$9,489,450","Free Agent"
"T220","Serge Ibaka","C","LAC
                     LAC","31","2020","2021","2","$18,978,900","$9,489,450","Free Agent"
"223","Enes Freedom","C","UTA
                     UTA","18","2011","2014","4","$18,652,514","$4,663,129","Rookie"
"224","Joel Anthony","C","MIA
                     MIA","27","2010","2014","5","$18,250,000","$3,650,000",""
"225","Yao Ming","C","HOU
                     HOU","21","2002","2005","4","$18,037,586","$4,509,397","Rookie"
"226","Mark Williams","C","CHA
                     CHA","20","2022","2025","4","$18,001,011","$4,500,253","Rookie"
"227","Marcus Camby","C","POR
                     POR","35","2010","2011","2","$17,709,750","$8,854,875","Extension"
"228","David Robinson","C","SAS
                     SAS","29","1995","1996","2","$17,652,000","$8,826,000",""
"229","Al Horford","C","ATL
                     ATL","20","2007","2010","4","$17,525,017","$4,381,254","Rookie"
"230","Emeka Okafor","C","NOH
                     NOH","21","2004","2007","4","$17,487,667","$4,371,917","Rookie"
"231","Cody Zeller","C","CHA
                     CHA","20","2013","2016","4","$17,410,113","$4,352,528","Rookie"
"232","Shaquille O'Neal","C","ORL
                     ORL","19","1992","1995","4","$17,400,000","$4,350,000","Rookie"
"233","Kwame Brown","C","WAS
                     WAS","18","2001","2004","4","$17,286,153","$4,321,538","Rookie"
"234","Nicolas Claxton","C","BKN
                     BKN","23","2022","2023","2","$17,250,000","$8,625,000","Free Agent"
"235","JaVale McGee","C","DAL
                     DAL","34","2022","2024","3","$17,202,840","$5,734,280","Free Agent"
"236","Hakeem Olajuwon","C","HOU
                     HOU","37","2001","2003","3","$17,082,693","$5,694,231","sign-and-trade"
"T237","Ronny Turiaf","C","GSW
                     GSW","24","2008","2011","4","$17,000,000","$4,250,000",""
"T237","Patrick Ewing","C","NYK
                     NYK","22","1985","1988","6","$17,000,000","$2,833,333","Rookie"
"239","Brendan Haywood","C","CHA
                     CHA","32","2012","2015","4","$16,836,188","$4,209,047",""
"240","Tristan Thompson","C","CLE
                     CLE","19","2011","2014","4","$16,821,270","$4,205,318","Rookie"
"241","Zach Collins","C","POR
                     POR","19","2017","2020","4","$16,332,615","$4,083,154","Rookie"
"242","Kendrick Perkins","C","BOS
                     BOS","22","2007","2009","4","$16,125,000","$4,031,250","Extension"
"243","Kyle O'Quinn","C","ORL
                     ORL","24","2015","2018","4","$16,012,500","$4,003,125","sign-and-trade"
"T244","Zaza Pachulia","C","ATL
                     ATL","20","2005","2008","4","$16,000,000","$4,000,000",""
"T244","Ian Mahinmi","C","DAL
                     DAL","25","2012","2015","4","$16,000,000","$4,000,000",""
"T244","Tyler Zeller","C","BOS
                     BOS","25","2016","2017","2","$16,000,000","$8,000,000",""
"T244","Isaiah Hartenstein","C","NYK
                     NYK","24","2022","2023","2","$16,000,000","$8,000,000","Free Agent"
"T244","Moritz Wagner","C","ORL
                     ORL","26","2023","2024","2","$16,000,000","$8,000,000","Free Agent"
"249","DeMarcus Cousins","C","SAC
                     SAC","19","2010","2013","4","$15,800,133","$3,950,033","Rookie"
"250","Alex Len","C","PHX
                     PHX","19","2013","2016","4","$15,773,381","$3,943,345","Rookie"
"251","Yves Missi","C","NOP
                     NOP","20","2024","2027","4","$15,654,827","$3,913,707","Rookie"
"252","Zaza Pachulia","C","MIL
                     MIL","28","2013","2015","3","$15,600,000","$5,200,000",""
"253","Alperen Sengun","C","HOU
                     HOU","19","2021","2024","4","$15,550,974","$3,887,744","Rookie"
"254","Tyson Chandler","C","CHI
                     CHI","18","2001","2004","4","$15,469,822","$3,867,456","Rookie"
"255","Robin Lopez","C","NOH
                     NOH","23","2012","2014","3","$15,359,283","$5,119,761",""
"256","Willie Cauley-Stein","C","SAC
                     SAC","21","2015","2018","4","$15,350,475","$3,837,619","Rookie"
"257","Jonas Valanciunas","C","TOR
                     TOR","19","2012","2015","4","$15,239,922","$3,809,981","Rookie"
"258","Festus Ezeli","C","POR
                     POR","26","2016","2016","2","$15,133,000","$7,566,500",""
"259","Isaiah Stewart","C","DET
                     DET","19","2020","2023","4","$15,098,193","$3,774,548","Rookie"
"T260","Nick Richards","C","CHA
                     CHA","25","2023","2025","3","$15,000,000","$5,000,000","Veteran Extension"
"T260","Brad Miller","C","HOU
                     HOU","","2010","2012","3","$15,000,000","$5,000,000",""
"262","Kevin Love","C","MIN
                     MIN","19","2008","2011","4","$14,812,701","$3,703,175","Rookie"
"263","Brendan Haywood","C","DAL
                     DAL","30","2010","2011","2","$14,524,500","$7,262,250",""
"264","Kevon Looney","C","GSW
                     GSW","22","2019","2021","3","$14,464,287","$4,821,429","Free Agent"
"265","Hasheem Thabeet","C","HOU
                     HOU","21","2009","2011","3","$14,379,840","$4,793,280","Rookie"
"266","Jahlil Okafor","C","PHI
                     PHI","19","2015","2017","3","$14,366,640","$4,788,880","Rookie"
"267","Ekpe Udoh","C","GSW
                     GSW","22","2010","2013","4","$14,354,428","$3,588,607","Rookie"
"268","Aron Baynes","C","TOR
                     TOR","33","2020","2021","2","$14,350,000","$7,175,000","Free Agent"
