"Rank","Player","Pos","Team
                        Signed With","Age
                        At Signing","Start","End","Yrs","Value","AAV","Type"
"256","Justise Winslow","SF","MIA
                     MIA","18","2015","2018","4","$11,229,126","$2,807,282","Rookie"
"257","Danuel House Jr.","SF","HOU
                     HOU","25","2019","2021","3","$11,151,000","$3,717,000","Free Agent"
"258","Gordon Hayward","SF","UTA
                     UTA","19","2010","2013","4","$11,051,183","$2,762,796","Rookie"
"259","Paul Pierce","SF","WAS
                     WAS","36","2014","2015","2","$10,848,725","$5,424,363",""
"260","Nassir Little","SF","POR
                     POR","18","2019","2022","4","$10,803,948","$2,700,987","Rookie"
"261","DeMar DeRozan","SF","TOR
                     TOR","19","2009","2012","4","$10,705,770","$2,676,443","Rookie"
"262","Ben McLemore","SF","MEM
                     MEM","23","2017","2018","2","$10,660,000","$5,330,000",""
"263","Luol Deng","SF","CHI
                     CHI","18","2004","2007","4","$10,652,099","$2,663,025","Rookie"
"264","Dahntay Jones","SF","IND
                     IND","28","2009","2012","4","$10,600,000","$2,650,000",""
"265","Paul Pierce","SF","LAC
                     LAC","37","2015","2017","3","$10,583,760","$3,527,920",""
"266","Gerald Wallace","SF","CHA
                     CHA","22","2005","2006","2","$10,525,000","$5,262,500",""
"267","Thabo Sefolosha","SF","UTA
                     UTA","32","2017","2018","2","$10,500,000","$5,250,000",""
"268","Dylan Windler","SF","CLE
                     CLE","22","2019","2022","4","$10,449,718","$2,612,430","Rookie"
"269","Doug McDermott","SF","CHI
                     CHI","21","2014","2017","4","$10,436,434","$2,609,109","Rookie"
"270","Scottie Pippen","SF","CHI
                     CHI","37","2003","2004","2","$10,325,700","$5,162,850","Free Agent"
"271","Terrance Ferguson","SF","OKC
                     OKC","18","2017","2020","4","$10,323,693","$2,580,923","Rookie"
"272","Jud Buechler","SF","DET
                     DET","31","2000","2002","3","$10,310,000","$3,436,667","Free Agent"
"273","Bojan Bogdanovic","SF","BKN
                     BKN","24","2014","2016","3","$10,276,530","$3,425,510",""
"274","Jalen Rose","SF","DEN
                     DEN","20","1994","1999","6","$10,200,000","$1,700,000","Rookie"
"275","Matt Barnes","SF","LAC
                     LAC","32","2013","2015","3","$10,188,750","$3,396,250",""
"276","Stephen Jackson","SF","SAS
                     SAS","33","2012","2012","1","$10,059,750","$10,059,750",""
"277","Torrey Craig","SF","IND
                     IND","30","2021","2022","2","$10,000,000","$5,000,000","Free Agent"
"278","OG Anunoby","SF","TOR
                     TOR","19","2017","2020","4","$9,751,975","$2,437,994","Rookie"
"279","Alonzo Gee","SF","CLE
                     CLE","24","2012","2014","3","$9,750,000","$3,250,000",""
"280","Jan Vesely","SF","WAS
                     WAS","20","2011","2013","3","$9,608,880","$3,202,960","Rookie"
"281","Kostas Papanikolaou","SF","HOU
                     HOU","23","2014","2014","2","$9,595,328","$4,797,664","Rookie"
"282","Nicolas Batum","SF","PHI
                     PHI","35","2024","2025","2","$9,569,400","$4,784,700","Free Agent"
"283","Shane Battier","SF","MIA
                     MIA","32","2011","2013","3","$9,405,000","$3,135,000",""
"284","Kelenna Azubuike","SF","GSW
                     GSW","24","2008","2010","3","$9,332,000","$3,110,667",""
"285","Trevor Ariza","SF","ORL
                     ORL","20","2006","2008","3","$9,300,000","$3,100,000",""
"286","T.J. Warren","SF","PHX
                     PHX","20","2014","2017","4","$9,276,051","$2,319,013","Rookie"
"287","Jalen McDaniels","SF","TOR
                     TOR","25","2023","2024","2","$9,257,800","$4,628,900","Free Agent"
"288","Kelly Oubre Jr.","SF","WAS
                     WAS","19","2015","2018","4","$9,228,550","$2,307,138","Rookie"
"289","Vincent Williams Jr.","SF","MEM
                     MEM","23","2023","2026","4","$9,144,340","$2,286,085","rest-of-season"
"T290","Earl Clark","SF","CLE
                     CLE","24","2013","2014","2","$9,000,000","$4,500,000",""
"T290","Caron Butler","SF","DET
                     DET","33","2014","2015","2","$9,000,000","$4,500,000",""
"292","Andre Iguodala","SF","PHI
                     PHI","19","2004","2007","4","$8,979,009","$2,244,752","Rookie"
"293","Maurice Harkless","SF","SAC
                     SAC","28","2021","2022","2","$8,912,580","$4,456,290","Free Agent"
"294","Marcus Morris Sr.","SF","HOU
                     HOU","21","2011","2014","4","$8,659,181","$2,164,795","Rookie"
"295","Danuel House Jr.","SF","PHI
                     PHI","29","2022","2023","2","$8,415,250","$4,207,625","Free Agent"
"T296","Kawhi Leonard","SF","SAS
                     SAS","19","2011","2014","4","$8,323,699","$2,080,925","Rookie"
"T296","Maurice Harkless","SF","PHI
                     PHI","18","2012","2015","4","$8,323,699","$2,080,925","Rookie"
"298","Leonard Miller","SF","MIN
                     MIN","19","2023","2026","4","$8,319,739","$2,079,935","Rookie"
"299","Cedi Osman","SF","CLE
                     CLE","21","2017","2019","3","$8,317,064","$2,772,355",""
"300","Caleb Houstan","SF","ORL
                     ORL","19","2022","2025","4","$8,207,398","$2,051,850","Rookie"
"301","Reggie Bullock","SF","NYK
                     NYK","27","2019","2020","2","$8,200,000","$4,100,000",""
"302","Thabo Sefolosha","SF","OKC
                     OKC","21","2006","2009","4","$8,175,228","$2,043,807","Rookie"
"303","Julian Phillips","SF","CHI
                     CHI","19","2023","2026","4","$8,119,739","$2,029,935","Rookie"
"T304","Justise Winslow","SF","LAC
                     LAC","25","2021","2022","2","$8,000,000","$4,000,000","Free Agent"
"T304","Ryan Gomes","SF","LAC
                     LAC","27","2010","2011","2","$8,000,000","$4,000,000",""
"306","Sam Dekker","SF","HOU
                     HOU","20","2015","2018","4","$7,921,655","$1,980,414","Rookie"
"307","Miles Bridges","SF","CHA
                     CHA","25","2023","2023","1","$7,921,300","$7,921,300","Free Agent"
"T308","Tyler Smith","SF","MIL
                     MIL","19","2024","2027","4","$7,895,796","$1,973,949","Rookie"
"T308","Bobi Klintman","SF","DET
                     DET","21","2024","2027","4","$7,895,796","$1,973,949","Rookie"
"310","Caron Butler","SF","MIA
                     MIA","21","2002","2005","4","$7,875,777","$1,968,944","Rookie"
"311","Ronnie Brewer","SF","UTA
                     UTA","20","2006","2009","4","$7,862,281","$1,965,570","Rookie"
"312","Mickael Pietrus","SF","GSW
                     GSW","20","2003","2006","4","$7,759,686","$1,939,922","Rookie"
"313","Didi Louzada","SF","NOP
                     NOP","22","2021","2024","4","$7,686,312","$1,921,578","Free Agent"
"314","Jordan Walsh","SF","BOS
                     BOS","19","2023","2026","4","$7,639,303","$1,909,826","Rookie"
"T315","Hunter Tyson","SF","DEN
                     DEN","23","2023","2026","4","$7,639,302","$1,909,826","Rookie"
"T315","Maxwell Lewis","SF","LAL
                     LAL","20","2023","2026","4","$7,639,302","$1,909,826","Rookie"
"T315","Chris Livingston","SF","MIL
                     MIL","19","2023","2026","4","$7,639,302","$1,909,826","Rookie"
"318","Richard Jefferson","SF","CLE
                     CLE","35","2016","2018","3","$7,612,500","$2,537,500",""
"319","Ryan Gomes","SF","MIN
                     MIN","25","2008","2009","2","$7,517,500","$3,758,750",""
"320","Keith Bogans","SF","ORL
                     ORL","25","2006","2008","3","$7,515,000","$2,505,000",""
"321","Mike Dunleavy","SF","MIL
                     MIL","30","2011","2012","2","$7,500,000","$3,750,000",""
"322","Stanley Johnson","SF","TOR
                     TOR","22","2019","2020","2","$7,427,150","$3,713,575","Free Agent"
"323","Alfonzo McKinnie","SF","CLE
                     CLE","26","2019","2022","4","$7,338,954","$1,834,739","rest-of-season"
"324","Metta World Peace","SF","LAL
                     LAL","33","2013","2013","1","$7,325,891","$7,325,891","amnesty"
"325","DeAndre' Bembry","SF","ATL
                     ATL","21","2016","2019","4","$7,305,582","$1,826,396","Rookie"
"326","Shawn Marion","SF","PHX
                     PHX","20","1999","2002","4","$7,252,095","$1,813,024","Rookie"
"327","Bruno Caboclo","SF","TOR
                     TOR","18","2014","2017","4","$7,023,225","$1,755,806","Rookie"
"328","Jonah Bolden","SF","PHI
                     PHI","21","2018","2021","4","$7,000,000","$1,750,000","Rookie"
"329","Vladimir Radmanovic","SF","SEA
                     SEA","20","2001","2004","4","$6,983,624","$1,745,906","Rookie"
"330","Josh Minott","SF","MIN
                     MIN","19","2022","2025","4","$6,944,795","$1,736,199","Rookie"
"331","Joey Graham","SF","TOR
                     TOR","2,004","2005","2008","4","$6,926,624","$1,731,656",""
"332","Jerry Stackhouse","SF","PHI
                     PHI","20","1995","1997","3","$6,856,360","$2,285,453","Rookie"
"333","Shawne Williams","SF","IND
                     IND","19","2006","2009","4","$6,827,146","$1,706,787","Rookie"
"334","Chandler Hutchison","SF","CHI
                     CHI","21","2018","2021","4","$6,767,280","$1,691,820","Rookie"
"335","DeShawn Stevenson","SF","ATL
                     ATL","30","2012","2014","3","$6,721,350","$2,240,450",""
"336","Richard Jefferson","SF","NJN
                     NJN","20","2001","2004","4","$6,715,314","$1,678,829","Rookie"
"337","Evan Turner","SF","BOS
                     BOS","25","2014","2015","2","$6,703,510","$3,351,755",""
"338","Rondae Hollis-Jefferson","SF","BKN
                     BKN","19","2015","2018","4","$6,672,819","$1,668,205","Rookie"
"339","Danny Granger","SF","IND
                     IND","21","2005","2008","4","$6,583,325","$1,645,831","Rookie"
"340","Derrick Jones Jr.","SF","CHI
                     CHI","25","2022","2023","2","$6,560,000","$3,280,000","Free Agent"
"T341","Mike Dunleavy","SF","CHI
                     CHI","32","2013","2014","2","$6,509,235","$3,254,618",""
"T341","Andrei Kirilenko","SF","BKN
                     BKN","31","2013","2014","2","$6,509,235","$3,254,618",""
"343","Grant Hill","SF","PHX
                     PHX","38","2011","2011","1","$6,500,000","$6,500,000",""
"344","Nicolas Batum","SF","LAC
                     LAC","32","2021","2022","2","$6,498,559","$3,249,280","Free Agent"
"345","Joe Ingles","SF","MIL
                     MIL","34","2022","2022","1","$6,479,000","$6,479,000","Free Agent"
"346","Rodney Hood","SF","UTA
                     UTA","21","2014","2017","4","$6,432,184","$1,608,046","Rookie"
"347","Josh Smith","SF","ATL
                     ATL","18","2004","2007","4","$6,339,623","$1,584,906","Rookie"
"348","Paul Pierce","SF","BOS
                     BOS","20","1998","2001","4","$6,328,441","$1,582,110","Rookie"
"349","Grant Hill","SF","PHX
                     PHX","36","2009","2010","2","$6,324,000","$3,162,000",""
"350","Lindy Waters III","SF","OKC
                     OKC","25","2022","2023","2","$6,289,504","$3,144,752","rest-of-season"
"351","Simone Fontecchio","SF","UTA
                     UTA","26","2022","2023","2","$6,250,000","$3,125,000","Free Agent"
"T352","Dorell Wright","SF","POR
                     POR","27","2013","2014","2","$6,135,000","$3,067,500",""
"T352","Chris Copeland","SF","IND
                     IND","28","2013","2014","2","$6,135,000","$3,067,500",""
"354","Corey Maggette","SF","ORL
                     ORL","19","1999","2002","4","$6,131,524","$1,532,881","Rookie"
"T355","Jalen McDaniels","SF","CHA
                     CHA","20","2019","2022","4","$6,129,593","$1,532,398",""
"T355","Kenyon Martin Jr.","SF","HOU
                     HOU","19","2020","2023","4","$6,129,593","$1,532,398","Rookie"
"357","Matt Ryan","SF","NOP
                     NOP","26","2023","2025","3","$6,078,471","$2,026,157","rest-of-season"
"358","Omri Casspi","SF","SAC
                     SAC","20","2009","2012","4","$6,040,746","$1,510,187","Rookie"
"359","Kevin Knox","SF","DET
                     DET","22","2022","2023","2","$6,000,000","$3,000,000","Free Agent"
"360","James Ennis III","SF","MEM
                     MEM","25","2016","2017","2","$5,926,410","$2,963,205",""
"361","Mindaugas Kuzminskas","SF","NYK
                     NYK","26","2016","2017","2","$5,923,035","$2,961,518","Rookie"
"362","Lamar Stevens","SF","CLE
                     CLE","23","2020","2023","4","$5,883,649","$1,470,912","rest-of-season"
"363","Reggie Bullock","SF","LAC
                     LAC","21","2013","2016","4","$5,857,804","$1,464,451","Rookie"
"364","Jared Dudley","SF","CHA
                     CHA","21","2007","2010","4","$5,818,028","$1,454,507","Rookie"
"T365","Omri Casspi","SF","SAC
                     SAC","26","2015","2016","2","$5,800,000","$2,900,000",""
"T365","Jordan Nwora","SF","MIL
                     MIL","24","2022","2023","2","$5,800,000","$2,900,000","Free Agent"
"367","Dorell Wright","SF","MIA
                     MIA","18","2004","2007","4","$5,756,786","$1,439,197","Rookie"
"368","Sam Hauser","SF","BOS
                     BOS","24","2022","2024","3","$5,658,206","$1,886,069","Free Agent"
"369","Wilson Chandler","SF","NYK
                     NYK","19","2007","2010","4","$5,651,041","$1,412,760","Rookie"
"370","Hedo Turkoglu","SF","SAC
                     SAC","20","2000","2003","4","$5,648,240","$1,412,060","Rookie"
"371","Kendall Brown","SF","IND
                     IND","20","2023","2025","3","$5,522,280","$1,840,760","rest-of-season"
"372","Dorell Wright","SF","MIA
                     MIA","22","2008","2009","2","$5,500,000","$2,750,000",""
"373","Metta World Peace","SF","CHI
                     CHI","19","1999","2002","4","$5,387,140","$1,346,785","Rookie"
"374","Torrey Craig","SF","CHI
                     CHI","32","2023","2024","2","$5,373,575","$2,686,788","Free Agent"
"375","Naji Marshall","SF","NOP
                     NOP","23","2020","2023","4","$5,351,283","$1,337,821","rest-of-season"
"376","Herb Jones","SF","NOP
                     NOP","22","2021","2023","3","$5,321,096","$1,773,699","Rookie"
"377","Dahntay Jones","SF","MEM
                     MEM","22","2003","2006","4","$5,316,313","$1,329,078","Rookie"
"378","Luke Babbitt","SF","POR
                     POR","20","2010","2012","3","$5,306,520","$1,768,840","Rookie"
"379","Perry Jones III","SF","OKC
                     OKC","20","2012","2015","4","$5,285,886","$1,321,472","Rookie"
"T380","DeShawn Stevenson","SF","ORL
                     ORL","22","2004","2005","2","$5,250,000","$2,625,000",""
"T380","Jeremy Evans","SF","UTA
                     UTA","24","2012","2014","3","$5,250,000","$1,750,000",""
"382","Jimmy Butler","SF","CHI
                     CHI","21","2011","2014","4","$5,209,508","$1,302,377","Rookie"
"383","Scott Burrell","SF","CHA
                     CHA","21","1993","1997","5","$5,200,000","$1,040,000","Rookie"
"384","Nicolas Batum","SF","POR
                     POR","19","2008","2011","4","$5,178,439","$1,294,610","Rookie"
"385","Gui Santos","SF","GSW
                     GSW","21","2023","2025","3","$5,143,017","$1,714,339","Rookie"
"386","Reggie Williams","SF","CHA
                     CHA","24","2011","2012","2","$5,112,500","$2,556,250",""
"387","Keon Ellis","SF","SAC
                     SAC","24","2023","2025","3","$5,105,710","$1,701,903","rest-of-season"
"388","Rodions Kurucs","SF","BKN
                     BKN","19","2018","2020","3","$5,097,708","$1,699,236","Rookie"
"T389","Keita Bates-Diop","SF","PHX
                     PHX","27","2023","2024","2","$5,001,258","$2,500,629","Free Agent"
"T389","Yuta Watanabe","SF","PHX
                     PHX","28","2023","2024","2","$5,001,258","$2,500,629","Free Agent"
"T391","DeMarre Carroll","SF","ATL
                     ATL","26","2013","2014","2","$5,000,000","$2,500,000",""
"T391","Reggie Bullock","SF","DET
                     DET","25","2017","2018","2","$5,000,000","$2,500,000",""
"393","Zylan Cheatham","SF","NOP
                     NOP","25","2020","2022","3","$4,994,028","$1,664,676","sign-and-trade"
"394","Joe Alexander","SF","NOH
                     NOH","21","2008","2009","2","$4,986,480","$2,493,240","Rookie"
"395","Alando Tucker","SF","MIN
                     MIN","2,007","2008","2011","4","$4,939,975","$1,234,994",""
"396","Travis Outlaw","SF","POR
                     POR","18","2003","2006","4","$4,871,226","$1,217,807","Rookie"
"397","Jabari Walker","SF","POR
                     POR","19","2022","2024","3","$4,757,344","$1,585,781","Rookie"
"398","Troy Williams","SF","HOU
                     HOU","22","2017","2019","3","$4,693,068","$1,564,356",""
"399","Tayshaun Prince","SF","DET
                     DET","21","2002","2005","4","$4,676,595","$1,169,149","Rookie"
"400","Linas Kleiza","SF","DEN
                     DEN","19","2005","2008","4","$4,660,573","$1,165,143","Rookie"
"401","Chris Singleton","SF","WAS
                     WAS","21","2011","2013","3","$4,655,520","$1,551,840","Rookie"
"T402","Oshae Brissett","SF","BOS
                     BOS","25","2023","2024","2","$4,628,946","$2,314,473","Free Agent"
"T402","Cam Reddish","SF","LAL
                     LAL","23","2023","2024","2","$4,628,946","$2,314,473","Free Agent"
"404","Linas Kleiza","SF","TOR
                     TOR","27","2013","2013","1","$4,600,000","$4,600,000","amnesty"
"405","Cody Martin","SF","CHA
                     CHA","23","2019","2021","3","$4,473,912","$1,491,304","Rookie"
"406","Isaiah Livers","SF","DET
                     DET","23","2021","2023","3","$4,456,874","$1,485,625","Rookie"
"407","Donte Greene","SF","HOU
                     HOU","19","2008","2011","4","$4,451,773","$1,112,943","Rookie"
"408","C.J. Miles","SF","CLE
                     CLE","24","2012","2013","2","$4,450,000","$2,225,000",""
"409","Joe Wieskamp","SF","SAS
                     SAS","","2022","2023","2","$4,375,000","$2,187,500","Free Agent"
"410","Andrei Kirilenko","SF","UTA
                     UTA","19","2001","2004","4","$4,352,014","$1,088,004","Rookie"
"411","Georgios Kalaitzakis","SF","MIL
                     MIL","22","2021","2023","3","$4,324,872","$1,441,624","Rookie"
"412","Ben McLemore","SF","HOU
                     HOU","25","2019","2020","2","$4,311,628","$2,155,814","Free Agent"
"413","Oshae Brissett","SF","IND
                     IND","22","2020","2021","3","$4,305,784","$1,435,261","rest-of-season"
"414","Darius Miller","SF","NOP
                     NOP","26","2017","2018","2","$4,305,000","$2,152,500",""
"415","Admiral Schofield","SF","WAS
                     WAS","21","2019","2021","3","$4,300,602","$1,433,534","Rookie"
"416","Joe Ingles","SF","UTA
                     UTA","27","2015","2016","2","$4,300,000","$2,150,000",""
"417","DeShawn Stevenson","SF","UTA
                     UTA","18","2000","2003","4","$4,286,807","$1,071,702","Rookie"
"418","Danny Granger","SF","MIA
                     MIA","30","2014","2015","2","$4,247,465","$2,123,733",""
"419","Josh Howard","SF","DAL
                     DAL","22","2003","2006","4","$4,228,523","$1,057,131","Rookie"
"420","Gerald Wallace","SF","SAC
                     SAC","18","2001","2004","4","$4,225,613","$1,056,403","Rookie"
"421","Willie Green","SF","LAC
                     LAC","30","2012","2014","3","$4,222,997","$1,407,666",""
"422","Terry Taylor","SF","CHI
                     CHI","23","2023","2024","2","$4,216,676","$2,108,338","Free Agent"
"T423","KZ Okpala","SF","MIA
                     MIA","19","2019","2021","3","$4,198,912","$1,399,637","Rookie"
"T423","Stanton Kidd","SF","UTA
                     UTA","26","2019","2021","3","$4,198,912","$1,399,637",""
"T423","William Howard","SF","UTA
                     UTA","25","2019","2021","3","$4,198,912","$1,399,637",""
"T423","Caleb Martin","SF","CHA
                     CHA","23","2019","2021","3","$4,198,912","$1,399,637",""
"T423","Deividas Sirvydis","SF","DET
                     DET","20","2020","2022","3","$4,198,912","$1,399,637","Rookie"
"428","Abdel Nader","SF","BOS
                     BOS","23","2017","2019","3","$4,164,095","$1,388,032",""
"429","Abdel Nader","SF","PHX
                     PHX","27","2021","2022","2","$4,160,000","$2,080,000","Free Agent"
"430","John Salmons","SF","SAC
                     SAC","22","2002","2005","4","$4,130,801","$1,032,700","Rookie"
"431","Isaac Bonga","SF","LAL
                     LAL","18","2018","2020","3","$4,080,713","$1,360,238","Rookie"
"432","Glenn Robinson III","SF","DET
                     DET","23","2018","2018","1","$4,075,000","$4,075,000",""
"433","Wesley Iwundu","SF","ORL
                     ORL","22","2017","2019","3","$4,046,762","$1,348,921","Rookie"
"434","James Ennis III","SF","PHI
                     PHI","28","2019","2020","2","$4,012,890","$2,006,445","Free Agent"
"435","Grant Hill","SF","LAC
                     LAC","39","2012","2012","2","$4,002,065","$2,001,033",""
"T436","Victor Claver","SF","POR
                     POR","23","2012","2014","3","$4,000,000","$1,333,333","Rookie"
"T436","Ryan Gomes","SF","LAC
                     LAC","29","2012","2012","1","$4,000,000","$4,000,000","amnesty"
"T436","Torrey Craig","SF","DEN
                     DEN","27","2018","2019","2","$4,000,000","$2,000,000",""
"439","Terry Taylor","SF","IND
                     IND","22","2021","2023","3","$3,999,614","$1,333,205","rest-of-season"
"440","KZ Okpala","SF","SAC
                     SAC","23","2022","2023","2","$3,968,718","$1,984,359","Free Agent"
"441","Jack White","SF","OKC
                     OKC","25","2023","2024","2","$3,922,463","$1,961,232","Free Agent"
"442","Keita Bates-Diop","SF","MIN
                     MIN","21","2018","2020","3","$3,919,177","$1,306,392","Rookie"
"443","Solomon Hill","SF","IND
                     IND","21","2013","2015","3","$3,908,400","$1,302,800","Rookie"
"444","Paul Zipser","SF","CHI
                     CHI","21","2016","2019","4","$3,831,631","$957,908","Rookie"
"445","Rayjon Tucker","SF","MIL
                     MIL","24","2021","2023","3","$3,812,638","$1,270,879","rest-of-season"
"T446","Royce O'Neale","SF","UTA
                     UTA","23","2017","2019","3","$3,812,377","$1,270,792",""
"T446","Dillon Brooks","SF","MEM
                     MEM","20","2017","2019","3","$3,812,377","$1,270,792","Rookie"
"448","Grant Hill","SF","PHX
                     PHX","34","2007","2008","2","$3,806,400","$1,903,200",""
"449","DeAndre' Bembry","SF","TOR
                     TOR","26","2020","2021","2","$3,714,156","$1,857,078","Free Agent"
"450","Earl Clark","SF","PHX
                     PHX","20","2009","2010","2","$3,665,040","$1,832,520","Rookie"
"451","Matt Barnes","SF","LAL
                     LAL","29","2010","2011","2","$3,665,000","$1,832,500",""
"452","Juan Toscano-Anderson","SF","GSW
                     GSW","25","2019","2019","3","$3,650,791","$1,216,930","rest-of-season"
"453","Maurice Harkless","SF","MIA
                     MIA","27","2020","2020","1","$3,623,000","$3,623,000","Free Agent"
"T454","Thanasis Antetokounmpo","SF","MIL
                     MIL","29","2021","2022","2","$3,607,937","$1,803,969","Free Agent"
"T454","Keita Bates-Diop","SF","SAS
                     SAS","25","2021","2022","2","$3,607,937","$1,803,969","Free Agent"
"456","Josh Huestis","SF","OKC
                     OKC","23","2015","2017","3","$3,574,560","$1,191,520","Rookie"
"T457","Kessler Edwards","SF","BKN
                     BKN","21","2022","2023","2","$3,565,862","$1,782,931","Free Agent"
"T457","Justin Champagnie","SF","TOR
                     TOR","21","2022","2023","2","$3,565,862","$1,782,931","Free Agent"
"459","Wesley Iwundu","SF","DAL
                     DAL","25","2020","2021","2","$3,502,857","$1,751,429","Free Agent"
"460","Kobe Bryant","SF","LAL
                     LAL","17","1996","1998","3","$3,501,240","$1,167,080","Rookie"
"T461","Luigi Datome","SF","DET
                     DET","25","2013","2014","2","$3,500,000","$1,750,000","Rookie"
"T461","Michael Beasley","SF","LAL
                     LAL","28","2018","2018","1","$3,500,000","$3,500,000",""
"463","Malik Allen","SF","CHI
                     CHI","","2005","2006","2","$3,473,600","$1,736,800",""
"464","Rodney Hood","SF","CLE
                     CLE","25","2018","2018","1","$3,472,887","$3,472,887","Qualifying Offer"
"465","Mickael Pietrus","SF","GSW
                     GSW","24","2007","2007","1","$3,470,770","$3,470,770",""
"466","James Ennis III","SF","HOU
                     HOU","27","2018","2018","2","$3,466,716","$1,733,358",""
"467","Malik Allen","SF","MIA
                     MIA","","2003","2004","2","$3,460,625","$1,730,313",""
"468","Jake Layman","SF","POR
                     POR","21","2016","2018","3","$3,457,562","$1,152,521","Rookie"
"469","Derrick Jones Jr.","SF","PHX
                     PHX","18","2016","2018","3","$3,401,033","$1,133,678","Rookie"
"470","Jordan Hamilton","SF","DEN
                     DEN","20","2011","2013","3","$3,364,680","$1,121,560","Rookie"
"471","Keith Bogans","SF","CHI
                     CHI","29","2010","2010","1","$3,328,000","$3,328,000",""
"472","Joe Ingles","SF","MIN
                     MIN","36","2024","2024","1","$3,303,771","$3,303,771","Free Agent"
"473","James Ennis III","SF","ORL
                     ORL","30","2020","2020","1","$3,300,000","$3,300,000","Free Agent"
"474","Chase Budinger","SF","HOU
                     HOU","20","2009","2012","4","$3,277,413","$819,353","Rookie"
"475","Metta World Peace","SF","NYK
                     NYK","33","2013","2014","2","$3,251,550","$1,625,775",""
"476","Larry Bird","SF","BOS
                     BOS","22","1979","1983","5","$3,250,000","$650,000","Rookie"
"477","Glenn Robinson III","SF","IND
                     IND","20","2015","2017","3","$3,241,000","$1,080,333",""
"478","Stanley Johnson","SF","LAL
                     LAL","25","2021","2022","2","$3,240,137","$1,620,069","rest-of-season"
"T479","Jae Crowder","SF","MIL
                     MIL","33","2023","2023","1","$3,196,448","$3,196,448","Free Agent"
"T479","Danny Green","SF","PHI
                     PHI","36","2023","2023","1","$3,196,448","$3,196,448","Free Agent"
"T479","Reggie Bullock","SF","HOU
                     HOU","32","2023","2023","1","$3,196,448","$3,196,448","Free Agent"
"482","Vladimir Radmanovic","SF","SEA
                     SEA","24","2005","2005","1","$3,166,155","$3,166,155",""
"T483","Derrick Jones Jr.","SF","MIA
                     MIA","20","2018","2019","2","$3,157,958","$1,578,979",""
"T483","Treveon Graham","SF","BKN
                     BKN","24","2018","2019","2","$3,157,958","$1,578,979",""
"485","Marquese Chriss","SF","DAL
                     DAL","24","2021","2022","2","$3,152,449","$1,576,225","rest-of-season"
"T486","Thanasis Antetokounmpo","SF","MIL
                     MIL","26","2019","2020","2","$3,147,290","$1,573,645","Free Agent"
"T486","Kelan Martin","SF","IND
                     IND","25","2020","2020","2","$3,147,290","$1,573,645","Free Agent"
"T486","Oshae Brissett","SF","TOR
                     TOR","22","2020","2021","2","$3,147,290","$1,573,645","Free Agent"
"489","Kyle Singler","SF","DET
                     DET","23","2012","2014","3","$3,135,000","$1,045,000","Rookie"
"490","Alfonzo McKinnie","SF","CHI
                     CHI","29","2021","2022","2","$3,126,325","$1,563,163","rest-of-season"
"491","Eugene Omoruyi","SF","WAS
                     WAS","27","2023","2024","2","$3,096,970","$1,548,485","rest-of-season"
"492","Duncan Robinson","SF","MIA
                     MIA","23","2018","2020","3","$3,090,187","$1,030,062","rest-of-season"
"493","Caron Butler","SF","SAC
                     SAC","34","2015","2016","2","$3,050,846","$1,525,423",""
"T494","Josh Howard","SF","WAS
                     WAS","29","2010","2010","1","$3,000,000","$3,000,000",""
"T494","Jon Brockman","SF","SAC
                     SAC","","2010","2011","3","$3,000,000","$1,000,000",""
"T494","Matt Barnes","SF","GSW
                     GSW","26","2007","2007","1","$3,000,000","$3,000,000",""
"T494","Gary Forbes","SF","TOR
                     TOR","25","2011","2012","2","$3,000,000","$1,500,000",""
"T494","Shawne Williams","SF","NJN
                     NJN","24","2011","2011","1","$3,000,000","$3,000,000",""
"T494","Toni Kukoc","SF","MIL
                     MIL","35","2004","2004","1","$3,000,000","$3,000,000","Free Agent"
"500","Jae’Sean Tate","SF","HOU
                     HOU","25","2020","2021","2","$2,963,678","$1,481,839","Free Agent"
