"Rank","Player","Pos","Team
                        Signed With","Age
                        At Signing","Start","End","Yrs","Value","AAV","Type"
"257","Darko Milicic","PF","DET
                     DET","17","2003","2006","4","$16,815,062","$4,203,766","Rookie"
"258","Anthony Bennett","PF","CLE
                     CLE","19","2013","2015","3","$16,691,760","$5,563,920","Rookie"
"259","Antonio McDyess","PF","DEN
                     DEN","20","1995","1998","4","$16,634,640","$4,158,660","Rookie"
"260","Nikola Mirotic","PF","CHI
                     CHI","22","2014","2016","3","$16,631,175","$5,543,725","Rookie"
"261","Kenyon Martin","PF","NJN
                     NJN","22","2000","2004","4","$16,534,449","$4,133,612","Rookie"
"T262","P.J. Tucker","PF","PHX
                     PHX","28","2014","2016","3","$16,500,000","$5,500,000",""
"T262","Kevin Garnett","PF","MIN
                     MIN","38","2015","2016","2","$16,500,000","$8,250,000",""
"264","JaMychal Green","PF","DEN
                     DEN","31","2021","2022","2","$16,400,000","$8,200,000","Free Agent"
"265","Patrick Patterson","PF","OKC
                     OKC","27","2017","2019","3","$16,354,800","$5,451,600",""
"266","Tari Eason","PF","HOU
                     HOU","21","2022","2025","4","$16,257,246","$4,064,312","Rookie"
"267","JaMychal Green","PF","MEM
                     MEM","26","2017","2018","2","$16,200,000","$8,100,000",""
"268","J.J Hickson","PF","DEN
                     DEN","24","2013","2015","3","$16,145,250","$5,381,750",""
"269","Elton Brand","PF","PHI
                     PHI","32","2012","2012","1","$16,060,354","$16,060,354","amnesty"
"T270","Brandon Bass","PF","ORL
                     ORL","23","2009","2011","4","$16,000,000","$4,000,000",""
"T270","Anthony Tolliver","PF","SAC
                     SAC","30","2016","2017","2","$16,000,000","$8,000,000",""
"T270","Thaddeus Young","PF","TOR
                     TOR","34","2022","2023","2","$16,000,000","$8,000,000","Veteran Extension"
"T270","Trey Lyles","PF","SAC
                     SAC","27","2023","2024","2","$16,000,000","$8,000,000","Free Agent"
"T270","Jeff Green","PF","HOU
                     HOU","36","2023","2024","2","$16,000,000","$8,000,000","Free Agent"
"275","Antonio McDyess","PF","SAS
                     SAS","34","2009","2011","3","$15,934,000","$5,311,333",""
"276","Karl Malone","PF","UTA
                     UTA","32","1996","1998","3","$15,917,578","$5,305,859","Veteran Extension"
"277","Nenad Krstic","PF","OKC
                     OKC","2,007","2008","2010","3","$15,800,000","$5,266,667",""
"278","Elton Brand","PF","CHI
                     CHI","19","1999","2002","4","$15,783,136","$3,945,784","Rookie"
"279","Jason Smith","PF","WAS
                     WAS","29","2016","2018","3","$15,675,000","$5,225,000",""
"280","Tyrus Thomas","PF","CHI
                     CHI","19","2006","2009","4","$15,259,558","$3,814,890","Rookie"
"281","DaRon Holmes II","PF","DEN
                     DEN","21","2024","2027","4","$15,203,658","$3,800,915","Rookie"
"282","Noah Clowney","PF","BKN
                     BKN","18","2023","2026","4","$15,146,274","$3,786,569","Rookie"
"283","Jalen Smith","PF","IND
                     IND","22","2022","2024","3","$15,131,319","$5,043,773","Free Agent"
"284","Carmelo Anthony","PF","DEN
                     DEN","18","2003","2006","4","$15,108,241","$3,777,060","Rookie"
"285","Chuma Okeke","PF","ORL
                     ORL","22","2020","2023","4","$15,098,193","$3,774,548","Rookie"
"T286","Jeff Green","PF","ORL
                     ORL","29","2016","2016","1","$15,000,000","$15,000,000",""
"T286","Nikola Mirotic","PF","CHI
                     CHI","25","2017","2018","2","$15,000,000","$7,500,000",""
"T286","Bobby Portis","PF","NYK
                     NYK","23","2019","2019","1","$15,000,000","$15,000,000","Free Agent"
"T286","Brian Scalabrine","PF","BOS
                     BOS","26","2005","2010","5","$15,000,000","$3,000,000",""
"290","Jake LaRavia","PF","MEM
                     MEM","20","2022","2025","4","$14,763,367","$3,690,842","Rookie"
"291","JaMychal Green","PF","DEN
                     DEN","30","2020","2021","2","$14,759,508","$7,379,754","Free Agent"
"292","Rashard Lewis","PF","SEA
                     SEA","20","2000","2002","3","$14,567,141","$4,855,714",""
"293","Taurean Prince","PF","MIN
                     MIN","28","2022","2023","2","$14,555,000","$7,277,500","Veteran Extension"
"T294","Antonio McDyess","PF","DET
                     DET","33","2008","2009","2","$14,500,000","$7,250,000","Veteran Extension"
"T294","Davis Bertans","PF","SAS
                     SAS","25","2018","2019","2","$14,500,000","$7,250,000",""
"296","Derrick Williams","PF","MIN
                     MIN","19","2011","2014","3","$14,429,520","$4,809,840","Rookie"
"297","P.J. Tucker","PF","MIA
                     MIA","36","2021","2022","2","$14,350,000","$7,175,000","Free Agent"
"298","Aleksej Pokusevski","PF","OKC
                     OKC","18","2020","2023","4","$14,349,113","$3,587,278","Rookie"
"299","Jeff Green","PF","SEA
                     SEA","20","2007","2010","4","$14,318,788","$3,579,697","Rookie"
"300","Kris Murray","PF","POR
                     POR","22","2023","2026","4","$14,284,524","$3,571,131","Rookie"
"301","Marvin Williams","PF","CHA
                     CHA","27","2014","2015","2","$14,000,000","$7,000,000",""
"302","Olivier-Maxence Prosper","PF","DAL
                     DAL","21","2023","2026","4","$13,870,583","$3,467,646","Rookie"
"303","Chris Bosh","PF","TOR
                     TOR","18","2003","2006","4","$13,704,170","$3,426,043","Rookie"
"304","Carlos Boozer","PF","CHI
                     CHI","32","2014","2014","1","$13,549,000","$13,549,000","amnesty"
"305","Julius Randle","PF","LAL
                     LAL","19","2014","2017","4","$13,545,962","$3,386,491","Rookie"
"306","Luis Scola","PF","PHX
                     PHX","31","2012","2014","3","$13,525,513","$4,508,504",""
"307","Chris Boucher","PF","TOR
                     TOR","27","2020","2021","2","$13,520,000","$6,760,000","Free Agent"
"308","Danilo Gallinari","PF","NYK
                     NYK","19","2008","2011","4","$13,457,302","$3,364,326","Rookie"
"309","Kai Jones","PF","CHA
                     CHA","20","2021","2024","4","$13,421,215","$3,355,304","Rookie"
"310","Drew Gooden","PF","MIL
                     MIL","31","2013","2014","2","$13,374,800","$6,687,400","amnesty"
"311","Kris Humphries","PF","BOS
                     BOS","28","2014","2016","3","$13,320,000","$4,440,000","sign-and-trade"
"312","Danilo Gallinari","PF","BOS
                     BOS","33","2022","2023","2","$13,281,950","$6,640,975","Free Agent"
"313","Jarred Vanderbilt","PF","MIN
                     MIN","22","2021","2023","3","$13,122,000","$4,374,000","Free Agent"
"314","Spencer Hawes","PF","PHI
                     PHI","23","2012","2013","2","$13,100,000","$6,550,000",""
"315","Drew Gooden","PF","MEM
                     MEM","20","2002","2005","4","$13,079,371","$3,269,843","Rookie"
"316","Luka Samanic","PF","SAS
                     SAS","18","2019","2022","4","$13,030,303","$3,257,576","Rookie"
"317","Yi Jianlian","PF","WAS
                     WAS","19","2007","2010","4","$13,008,739","$3,252,185","Rookie"
"318","Jabari Parker","PF","ATL
                     ATL","23","2019","2020","2","$13,000,000","$6,500,000","Free Agent"
"319","David Roddy","PF","MEM
                     MEM","21","2022","2025","4","$12,985,886","$3,246,472","Rookie"
"320","Tarik Black","PF","LAL
                     LAL","24","2016","2017","2","$12,846,325","$6,423,163",""
"321","Guerschon Yabusele","PF","BOS
                     BOS","21","2017","2019","4","$12,814,166","$3,203,542","Rookie"
"322","John Henson","PF","MIL
                     MIL","21","2012","2015","4","$12,733,181","$3,183,295","Rookie"
"323","Clifford Robinson","PF","NJN
                     NJN","","1992","1996","5","$12,675,000","$2,535,000","Veteran Extension"
"324","Precious Achiuwa","PF","MIA
                     MIA","21","2020","2023","4","$12,513,127","$3,128,282","Rookie"
"325","Chris Andersen","PF","DEN
                     DEN","30","2009","2011","3","$12,417,300","$4,139,100",""
"326","Kobe Brown","PF","LAC
                     LAC","23","2023","2026","4","$12,394,179","$3,098,545","Rookie"
"327","DJ Wilson","PF","MIL
                     MIL","20","2017","2020","4","$12,178,720","$3,044,680","Rookie"
"328","Isaiah Jackson","PF","IND
                     IND","19","2021","2024","4","$12,156,661","$3,039,165","Rookie"
"329","Brandon Clarke","PF","MEM
                     MEM","22","2019","2022","4","$12,152,560","$3,038,140","Rookie"
"330","PJ Washington","PF","CHA
                     CHA","20","2019","2022","4","$12,070,560","$3,017,640","Rookie"
"T331","Dorian Finney-Smith","PF","DAL
                     DAL","25","2019","2021","3","$12,000,000","$4,000,000","Free Agent"
"T331","Eduardo Najera","PF","NJN
                     NJN","31","2008","2011","4","$12,000,000","$3,000,000",""
"333","Usman Garuba","PF","HOU
                     HOU","19","2021","2024","4","$11,805,395","$2,951,349","Rookie"
"T334","Grant Williams","PF","BOS
                     BOS","20","2019","2022","4","$11,802,681","$2,950,670","Rookie"
"T334","Zeke Nnaji","PF","DEN
                     DEN","19","2020","2023","4","$11,802,681","$2,950,670","Rookie"
"336","Nemanja Bjelica","PF","MIN
                     MIN","26","2015","2017","3","$11,700,000","$3,900,000","Rookie"
"337","TJ Leaf","PF","IND
                     IND","19","2017","2020","4","$11,576,025","$2,894,006","Rookie"
"338","Darius Bazley","PF","OKC
                     OKC","18","2019","2022","4","$11,461,629","$2,865,407","Rookie"
"339","Lamar Odom","PF","LAC
                     LAC","19","1999","2002","4","$11,444,345","$2,861,086","Rookie"
"340","Furkan Aldemir","PF","PHI
                     PHI","22","2014","2017","4","$11,420,610","$2,855,153",""
"341","Noah Vonleh","PF","CHA
                     CHA","18","2014","2017","4","$11,418,513","$2,854,628","Rookie"
"342","Domantas Sabonis","PF","OKC
                     OKC","19","2016","2019","4","$11,179,555","$2,794,889","Rookie"
"343","Anderson Varejao","PF","CLE
                     CLE","24","2007","2008","2","$11,140,480","$5,570,240",""
"344","Charlie Villanueva","PF","TOR
                     TOR","20","2005","2008","4","$11,061,810","$2,765,453","Rookie"
"345","John Collins","PF","ATL
                     ATL","19","2017","2020","4","$11,059,862","$2,764,966","Rookie"
"346","Nick Collison","PF","OKC
                     OKC","30","2011","2014","4","$11,030,000","$2,757,500","Veteran Extension"
"347","Tiago Splitter","PF","SAS
                     SAS","24","2010","2012","3","$11,016,000","$3,672,000","Rookie"
"348","Trey Lyles","PF","SAS
                     SAS","23","2019","2020","2","$11,000,000","$5,500,000","Free Agent"
"349","Marreese Speights","PF","GSW
                     GSW","25","2013","2015","3","$10,972,500","$3,657,500",""
"350","Brandan Wright","PF","GSW
                     GSW","19","2007","2010","4","$10,889,912","$2,722,478","Rookie"
"351","Dennis Rodman","PF","DET
                     DET","29","1991","1995","5","$10,875,000","$2,175,000","Veteran Extension"
"352","Tim Duncan","PF","SAS
                     SAS","38","2015","2016","2","$10,850,000","$5,425,000",""
"T353","Dario Saric","PF","PHI
                     PHI","21","2016","2019","4","$10,749,666","$2,687,417","Rookie"
"T353","Taurean Prince","PF","ATL
                     ATL","21","2016","2019","4","$10,749,666","$2,687,417","Rookie"
"355","Julian Wright","PF","NOH
                     NOH","","2007","2010","4","$10,680,389","$2,670,097","Rookie"
"356","Dario Saric","PF","DEN
                     DEN","30","2024","2025","2","$10,594,400","$5,297,200","Free Agent"
"357","Thomas Robinson","PF","SAC
                     SAC","20","2012","2014","3","$10,579,440","$3,526,480","Rookie"
"358","Rudy Gay","PF","MEM
                     MEM","19","2006","2009","4","$10,513,847","$2,628,462","Rookie"
"359","Antawn Jamison","PF","GSW
                     GSW","21","1998","2001","4","$10,510,376","$2,627,594","Rookie"
"360","Brian Cook","PF","LAC
                     LAC","26","2007","2009","3","$10,500,000","$3,500,000",""
"361","Trey Lyles","PF","UTA
                     UTA","19","2015","2018","4","$10,386,049","$2,596,512","Rookie"
"362","Chris Andersen","PF","MIA
                     MIA","35","2014","2015","2","$10,375,000","$5,187,500",""
"363","Tim Duncan","PF","SAS
                     SAS","20","1997","1999","3","$10,239,080","$3,413,027","Rookie"
"364","Mfiondu Kabengele","PF","LAC
                     LAC","21","2019","2022","4","$10,151,244","$2,537,811","Rookie"
"365","Channing Frye","PF","PHX
                     PHX","21","2005","2008","4","$10,138,889","$2,534,722","Rookie"
"366","Jaden McDaniels","PF","MIN
                     MIN","20","2020","2023","4","$10,090,879","$2,522,720","Rookie"
"367","Rudy Gay","PF","SAS
                     SAS","31","2018","2018","1","$10,087,200","$10,087,200",""
"T368","Paul Millsap","PF","DEN
                     DEN","35","2020","2020","1","$10,000,000","$10,000,000","Free Agent"
"T368","Joe Smith","PF","CHI
                     CHI","2,006","2007","2008","2","$10,000,000","$5,000,000",""
"T368","Brandan Wright","PF","DAL
                     DAL","25","2013","2014","2","$10,000,000","$5,000,000",""
"T368","Mike Scott","PF","ATL
                     ATL","25","2014","2016","3","$10,000,000","$3,333,333",""
"T368","Jonas Jerebko","PF","BOS
                     BOS","27","2015","2016","2","$10,000,000","$5,000,000",""
"373","Clifford Robinson","PF","DET
                     DET","","2003","2004","2","$9,987,500","$4,993,750","Veteran Extension"
"374","Mike Scott","PF","PHI
                     PHI","30","2019","2020","2","$9,800,000","$4,900,000","Free Agent"
"375","Trevor Booker","PF","UTA
                     UTA","26","2014","2015","2","$9,775,000","$4,887,500",""
"376","JaMychal Green","PF","LAC
                     LAC","28","2019","2020","2","$9,772,350","$4,886,175","Free Agent"
"377","Mirza Teletovic","PF","BKN
                     BKN","26","2012","2014","3","$9,687,150","$3,229,050",""
"378","Darrell Arthur","PF","MEM
                     MEM","23","2012","2014","2","$9,675,000","$4,837,500",""
"379","Kris Humphries","PF","NJN
                     NJN","22","2008","2010","3","$9,600,000","$3,200,000","Extension"
"380","Juancho Hernangomez","PF","DEN
                     DEN","20","2016","2019","4","$9,551,670","$2,387,918","Rookie"
"381","Spencer Hawes","PF","PHI
                     PHI","18","2007","2010","4","$9,516,480","$2,379,120","Rookie"
"382","Joe Smith","PF","MIN
                     MIN","2,000","2001","2002","2","$9,500,000","$4,750,000",""
"383","Tyler Lydon","PF","DEN
                     DEN","20","2017","2020","4","$9,476,369","$2,369,092","Rookie"
"384","Luis Scola","PF","HOU
                     HOU","26","2007","2009","3","$9,386,267","$3,128,756","Rookie"
"385","Ike Diogu","PF","GSW
                     GSW","21","2005","2008","4","$9,324,543","$2,331,136",""
"386","Kelly Olynyk","PF","BOS
                     BOS","21","2013","2016","4","$9,321,294","$2,330,324","Rookie"
"387","Andres Nocioni","PF","CHI
                     CHI","2,003","2004","2006","3","$9,250,000","$3,083,333","Rookie"
"388","Jason Thompson","PF","SAC
                     SAC","21","2008","2011","4","$9,109,044","$2,277,261","Rookie"
"389","Omari Spellman","PF","ATL
                     ATL","20","2018","2020","4","$9,095,405","$2,273,851","Rookie"
"390","Tyler Hansbrough","PF","IND
                     IND","23","2009","2012","4","$9,051,419","$2,262,855","Rookie"
"391","Chris Wilcox","PF","LAC
                     LAC","19","2002","2005","4","$9,012,398","$2,253,100","Rookie"
"392","Darko Milicic","PF","MIN
                     MIN","24","2010","2011","2","$9,011,500","$4,505,750",""
"393","Markieff Morris","PF","PHX
                     PHX","21","2011","2014","4","$9,005,799","$2,251,450","Rookie"
"T394","Carl Landry","PF","HOU
                     HOU","24","2008","2010","3","$9,000,000","$3,000,000",""
"T394","Jeff Green","PF","BOS
                     BOS","24","2011","2011","1","$9,000,000","$9,000,000",""
"T394","Carl Landry","PF","NOH
                     NOH","27","2011","2011","1","$9,000,000","$9,000,000",""
"T394","Dennis Rodman","PF","CHI
                     CHI","34","1996","1996","1","$9,000,000","$9,000,000",""
"T394","Charles Barkley","PF","HOU
                     HOU","35","1999","1999","1","$9,000,000","$9,000,000",""
"T394","Jeff Green","PF","DEN
                     DEN","34","2021","2022","2","$9,000,000","$4,500,000","Free Agent"
"400","Derrick Williams","PF","NYK
                     NYK","23","2015","2016","2","$8,998,000","$4,499,000",""
"401","Patrick Patterson","PF","HOU
                     HOU","20","2010","2013","4","$8,985,301","$2,246,325","Rookie"
"402","Dante Cunningham","PF","NOP
                     NOP","27","2015","2017","3","$8,934,750","$2,978,250",""
"403","Joel Freeland","PF","POR
                     POR","24","2012","2014","3","$8,925,000","$2,975,000","Rookie"
"404","Bobby Portis","PF","MIL
                     MIL","26","2021","2022","2","$8,912,580","$4,456,290","Free Agent"
"405","Caleb Swanigan","PF","POR
                     POR","19","2017","2020","4","$8,904,867","$2,226,217","Rookie"
"406","Thaddeus Young","PF","PHI
                     PHI","18","2007","2010","4","$8,805,481","$2,201,370","Rookie"
"407","Harrison Barnes","PF","GSW
                     GSW","19","2012","2015","4","$8,771,880","$2,192,970","Rookie"
"408","Marreese Speights","PF","MEM
                     MEM","24","2012","2013","2","$8,715,000","$4,357,500",""
"409","Kyle Kuzma","PF","LAL
                     LAL","21","2017","2020","4","$8,650,178","$2,162,545","Rookie"
"410","Giannis Antetokounmpo","PF","MIL
                     MIL","18","2013","2016","4","$8,615,141","$2,153,785","Rookie"
"411","G.G. Jackson","PF","MEM
                     MEM","19","2023","2026","4","$8,511,167","$2,127,792","rest-of-season"
"412","Anthony Randolph","PF","GSW
                     GSW","18","2008","2011","4","$8,423,791","$2,105,948","Rookie"
"413","Austin Daye","PF","DET
                     DET","20","2009","2012","4","$8,369,477","$2,092,369","Rookie"
"414","Amar'e Stoudemire","PF","PHX
                     PHX","19","2002","2005","4","$8,288,063","$2,072,016","Rookie"
"415","Al-Farouq Aminu","PF","LAC
                     LAC","19","2010","2012","3","$8,266,680","$2,755,560","Rookie"
"416","Jonas Jerebko","PF","UTA
                     UTA","29","2017","2018","2","$8,200,000","$4,100,000",""
"417","Al Thornton","PF","LAC
                     LAC","2,006","2007","2010","4","$8,142,916","$2,035,729","Rookie"
"418","LaVoy Allen","PF","IND
                     IND","25","2015","2016","2","$8,050,000","$4,025,000",""
"T419","Yi Jianlian","PF","LAL
                     LAL","28","2016","2016","1","$8,000,000","$8,000,000",""
"T419","Nicolo Melli","PF","NOP
                     NOP","27","2019","2020","2","$8,000,000","$4,000,000","Free Agent"
"T419","Kurt Thomas","PF","SAS
                     SAS","35","2008","2009","2","$8,000,000","$4,000,000",""
"T419","Kris Humphries","PF","NJN
                     NJN","25","2011","2011","1","$8,000,000","$8,000,000",""
"T419","Carl Landry","PF","GSW
                     GSW","28","2012","2013","2","$8,000,000","$4,000,000",""
"424","James Johnson","PF","CHI
                     CHI","21","2009","2012","4","$7,952,806","$1,988,202","Rookie"
"425","Jeremiah Robinson-Earl","PF","OKC
                     OKC","20","2021","2024","4","$7,888,598","$1,972,150","Rookie"
"426","Nick Collison","PF","SEA
                     SEA","22","2003","2005","4","$7,863,990","$1,965,998","Rookie"
"427","Kevin Seraphin","PF","WAS
                     WAS","20","2010","2013","4","$7,802,194","$1,950,549","Rookie"
"428","Marreese Speights","PF","PHI
                     PHI","20","2008","2011","4","$7,696,094","$1,924,024","Rookie"
"T429","Toumani Camara","PF","PHX
                     PHX","23","2023","2026","4","$7,639,302","$1,909,826","Rookie"
"T429","Mouhamed Gueye","PF","ATL
                     ATL","20","2023","2026","4","$7,639,302","$1,909,826","Rookie"
"T429","Trayce Jackson-Davis","PF","GSW
                     GSW","23","2023","2026","4","$7,639,302","$1,909,826","Rookie"
"432","Chuck Hayes","PF","HOU
                     HOU","23","2007","2010","4","$7,602,250","$1,900,563",""
"433","Jared Jeffries","PF","POR
                     POR","20","2002","2005","4","$7,577,264","$1,894,316","Rookie"
"T434","Jason Smith","PF","NOH
                     NOH","24","2011","2013","3","$7,500,000","$2,500,000",""
"T434","Nick Collison","PF","OKC
                     OKC","34","2015","2016","2","$7,500,000","$3,750,000","Veteran Extension"
"436","Bobby Portis","PF","MIL
                     MIL","25","2020","2021","2","$7,427,150","$3,713,575","Free Agent"
"437","Horace Grant","PF","ORL
                     ORL","35","2001","2003","3","$7,400,000","$2,466,667","Free Agent"
"438","Kris Humphries","PF","BKN
                     BKN","18","2004","2007","4","$7,300,233","$1,825,058","Rookie"
"439","Terrence Jones","PF","HOU
                     HOU","19","2012","2015","4","$7,145,049","$1,786,262","Rookie"
"440","David Lee","PF","NYK
                     NYK","25","2009","2009","1","$7,000,000","$7,000,000",""
"441","Darko Milicic","PF","MIN
                     MIN","26","2012","2013","2","$6,983,000","$3,491,500","amnesty"
"442","Ersan Ilyasova","PF","MIL
                     MIL","21","2009","2011","3","$6,961,500","$2,320,500",""
"443","Kenneth Lofton Jr.","PF","MEM
                     MEM","20","2022","2025","4","$6,927,014","$1,731,754","rest-of-season"
"444","Dirk Nowitzki","PF","DAL
                     DAL","19","1998","2001","4","$6,906,835","$1,726,709","Rookie"
"445","Isaiah Todd","PF","WAS
                     WAS","19","2021","2024","4","$6,899,694","$1,724,924","Rookie"
"446","Bobby Portis","PF","CHI
                     CHI","19","2015","2018","4","$6,855,506","$1,713,877","Rookie"
"447","Drew Gooden","PF","WAS
                     WAS","33","2015","2016","2","$6,847,000","$3,423,500",""
"448","Tobias Harris","PF","MIL
                     MIL","18","2011","2014","4","$6,826,594","$1,706,649","Rookie"
"449","Andrew Nicholson","PF","ORL
                     ORL","22","2012","2015","4","$6,826,593","$1,706,648","Rookie"
"450","Vlatko Cancar","PF","DEN
                     DEN","25","2022","2024","3","$6,815,324","$2,271,775","Free Agent"
"451","Georges Niang","PF","PHI
                     PHI","28","2021","2022","2","$6,765,000","$3,382,500","Free Agent"
"452","Isaiah Roby","PF","DAL
                     DAL","20","2019","2022","4","$6,731,283","$1,682,821","Rookie"
"453","J.J Hickson","PF","CLE
                     CLE","19","2008","2011","4","$6,642,137","$1,660,534","Rookie"
"454","JT Thor","PF","CHA
                     CHA","18","2021","2024","4","$6,638,212","$1,659,553","Rookie"
"455","Brice Johnson","PF","LAC
                     LAC","21","2016","2019","4","$6,620,352","$1,655,088","Rookie"
"456","Markieff Morris","PF","DET
                     DET","29","2019","2019","1","$6,560,000","$6,560,000","Free Agent"
"457","Donatas Motiejunas","PF","HOU
                     HOU","21","2012","2015","4","$6,556,245","$1,639,061","Rookie"
"458","Tyler Hansbrough","PF","TOR
                     TOR","27","2013","2014","2","$6,509,235","$3,254,618",""
"459","Troy Murphy","PF","GSW
                     GSW","20","2001","2004","4","$6,457,848","$1,614,462","Rookie"
"460","Pascal Siakam","PF","TOR
                     TOR","21","2016","2019","4","$6,405,441","$1,601,360","Rookie"
"461","Jarell Martin","PF","MEM
                     MEM","20","2015","2018","4","$6,404,604","$1,601,151","Rookie"
"462","Skal Labissiere","PF","SAC
                     SAC","19","2016","2019","4","$6,385,249","$1,596,312","Rookie"
"463","Jared Sullinger","PF","BOS
                     BOS","19","2012","2015","4","$6,366,420","$1,591,605","Rookie"
"464","Trevor Booker","PF","WAS
                     WAS","22","2010","2013","4","$6,271,580","$1,567,895","Rookie"
"465","Dante Cunningham","PF","MEM
                     MEM","23","2011","2013","3","$6,270,000","$2,090,000",""
"466","E.J. Liddell","PF","NOP
                     NOP","22","2023","2025","3","$6,224,049","$2,074,683","Free Agent"
"467","Ryan Anderson","PF","ORL
                     ORL","19","2008","2011","4","$6,195,961","$1,548,990","Rookie"
"468","Kenneth Faried","PF","DEN
                     DEN","21","2011","2014","4","$6,183,368","$1,545,842","Rookie"
"469","Jason Smith","PF","NOH
                     NOH","21","2008","2010","4","$6,166,993","$1,541,748","Rookie"
"T470","Josh McRoberts","PF","LAL
                     LAL","23","2011","2012","2","$6,135,000","$3,067,500",""
"T470","Brandon Bass","PF","LAL
                     LAL","29","2015","2016","2","$6,135,000","$3,067,500",""
"472","Alen Smailagic","PF","GSW
                     GSW","18","2019","2022","4","$6,129,593","$1,532,398","Rookie"
"473","Larry Nance Jr.","PF","LAL
                     LAL","21","2015","2018","4","$6,107,053","$1,526,763","Rookie"
"474","Xavier Cooks","PF","WAS
                     WAS","27","2022","2025","4","$6,067,398","$1,516,850","rest-of-season"
"475","LaVoy Allen","PF","PHI
                     PHI","22","2012","2013","2","$6,060,000","$3,030,000",""
"T476","Chris Wilcox","PF","DET
                     DET","26","2009","2010","2","$6,000,000","$3,000,000",""
"T476","Anthony Tolliver","PF","PHX
                     PHX","28","2014","2015","2","$6,000,000","$3,000,000",""
"T476","Ersan Ilyasova","PF","ATL
                     ATL","29","2017","2017","1","$6,000,000","$6,000,000",""
"T476","Kenrich Williams","PF","NOP
                     NOP","25","2020","2022","3","$6,000,000","$2,000,000","sign-and-trade"
"480","Renaldo Balkman","PF","NYK
                     NYK","21","2006","2009","4","$5,954,217","$1,488,554","Rookie"
"481","Rasheed Wallace","PF","WAS
                     WAS","20","1995","1997","3","$5,882,080","$1,960,693","Rookie"
"482","B.J. Mullens","PF","OKC
                     OKC","19","2009","2012","4","$5,865,661","$1,466,415","Rookie"
"483","Jontay Porter","PF","MEM
                     MEM","20","2020","2022","3","$5,850,000","$1,950,000","Free Agent"
"484","Trendon Watford","PF","POR
                     POR","21","2021","2024","4","$5,824,694","$1,456,174","rest-of-season"
"485","Adreian Payne","PF","ATL
                     ATL","22","2014","2016","3","$5,816,400","$1,938,800","Rookie"
"486","David West","PF","NOH
                     NOH","22","2003","2006","4","$5,793,418","$1,448,355",""
"487","Darrell Arthur","PF","DEN
                     DEN","26","2015","2016","2","$5,754,630","$2,877,315",""
"T488","Anthony Tolliver","PF","MIN
                     MIN","32","2018","2018","1","$5,750,000","$5,750,000",""
"T488","Jamorio Moon","PF","CLE
                     CLE","28","2009","2010","2","$5,750,000","$2,875,000",""
"490","Darius Bazley","PF","UTA
                     UTA","23","2023","2025","3","$5,744,999","$1,915,000","rest-of-season"
"491","Ray Spalding","PF","DAL
                     DAL","20","2018","2021","4","$5,721,234","$1,430,309","Rookie"
"492","Jared Sullinger","PF","TOR
                     TOR","23","2016","2016","1","$5,628,000","$5,628,000",""
"493","Dean Wade","PF","CLE
                     CLE","22","2019","2022","4","$5,606,283","$1,401,571","rest-of-season"
"494","Horace Grant","PF","CHI
                     CHI","25","1991","1993","3","$5,600,000","$1,866,667","Rookie Extension"
"495","Antoine Walker","PF","BOS
                     BOS","19","1996","1998","3","$5,591,080","$1,863,693","Rookie"
"496","Udonis Haslem","PF","MIA
                     MIA","33","2014","2015","2","$5,586,940","$2,793,470",""
"497","Zhou Qi","PF","HOU
                     HOU","20","2017","2020","4","$5,565,327","$1,391,332","Rookie"
"T498","Luis Scola","PF","BKN
                     BKN","35","2016","2016","1","$5,500,000","$5,500,000",""
"T498","Mirza Teletovic","PF","PHX
                     PHX","29","2015","2015","1","$5,500,000","$5,500,000",""
"500","Eric Moreland","PF","DET
                     DET","25","2017","2019","3","$5,478,899","$1,826,300",""
